Date,Name,Year,Letterboxd URI,Rating
2025-01-07,Borderlands,2024,https://boxd.it/cDme,1
2025-01-10,Wicked,2024,https://boxd.it/e8ME,2.5
2025-01-14,Nosferatu,2024,https://boxd.it/f5eG,2
2025-01-17,Madame DuBarry,1919,https://boxd.it/J0k,2.5
2025-01-20,Nobody Sleeps in the Woods Tonight,2020,https://boxd.it/poY4,1.5
2025-01-25,A Complete Unknown,2024,https://boxd.it/oBYa,2.5
2025-01-28,Sing Sing,2023,https://boxd.it/HIBA,3.5
2025-01-31,A Real Pain,2024,https://boxd.it/CjNG,3.5
2025-02-01,The Substance,2024,https://boxd.it/zanS,1.5
2025-02-01,Emilia Pérez,2024,https://boxd.it/AP3G,1.5
2025-02-01,Inside Out 2,2024,https://boxd.it/CFrC,2
2025-02-04,The Brutalist,2024,https://boxd.it/k4BO,4
2025-02-04,Swiss Army Man,2016,https://boxd.it/bDG2,4
2025-02-06,The Last Laugh,1924,https://boxd.it/22es,4.5
2025-02-06,Metropolis,1927,https://boxd.it/71a,4
2025-02-11,Wander to Wonder,2023,https://boxd.it/HKxU,1.5
2025-02-11,Beautiful Men,2023,https://boxd.it/HMpe,2
2025-02-11,In the Shadow of the Cypress,2023,https://boxd.it/HKzc,3.5
2025-02-11,Magic Candies,2024,https://boxd.it/LzfI,3
2025-02-15,A Different Man,2024,https://boxd.it/BoEC,2
2025-02-17,Sugarcane,2024,https://boxd.it/HQ7y,2.5
2025-02-18,I'm Still Here,2024,https://boxd.it/BPEO,3.5
2025-02-18,Yuck!,2024,https://boxd.it/KjJK,1
2025-02-18,September 5,2024,https://boxd.it/JYsI,2.5
2025-02-21,Nickel Boys,2024,https://boxd.it/CStQ,2.5
2025-02-22,The Seed of the Sacred Fig,2024,https://boxd.it/MKo4,3.5
2025-02-23,The Girl with the Needle,2024,https://boxd.it/KQ3M,3
2025-02-23,Porcelain War,2024,https://boxd.it/K5fQ,2.5
2025-02-23,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/z14C,1.5
2025-02-24,Maria,2024,https://boxd.it/Dh4c,2.5
2025-02-24,The Wild Robot,2024,https://boxd.it/IWFy,3
2025-02-24,A Lien,2023,https://boxd.it/Gk7Y,2
2025-02-24,I'm Not a Robot,2023,https://boxd.it/IGTE,2
2025-02-25,The Man Who Could Not Remain Silent,2024,https://boxd.it/MLW2,3.5
2025-02-25,The Last Ranger,2024,https://boxd.it/OdS0,3.5
2025-02-25,Anuja,2024,https://boxd.it/PHoQ,3
2025-02-26,Incident,2023,https://boxd.it/FVFc,3
2025-02-27,"I Am Ready, Warden",2024,https://boxd.it/NBS2,1.5
2025-02-27,The Only Girl in the Orchestra,2023,https://boxd.it/JzMS,1.5
2025-02-27,Death by Numbers,2024,https://boxd.it/Qgjm,2
2025-02-27,Instruments of a Beating Heart,2024,https://boxd.it/N2so,3
2025-02-28,Alien: Romulus,2024,https://boxd.it/zGqO,2.5
2025-02-28,Kingdom of the Planet of the Apes,2024,https://boxd.it/ohEE,2.5
2025-03-01,Memoir of a Snail,2024,https://boxd.it/EgX8,4
2025-03-01,Anora,2024,https://boxd.it/Egcw,3.5
2025-03-02,No Other Land,2024,https://boxd.it/KOTG,3.5
2025-03-02,Soundtrack to a Coup d'Etat,2024,https://boxd.it/K5gk,2.5
2025-03-03,Black Box Diaries,2024,https://boxd.it/K5dU,3
2025-03-03,Flow,2024,https://boxd.it/v1Ei,3
2025-03-03,Better Man,2024,https://boxd.it/u6t8,3.5
2025-03-04,We Live in Time,2024,https://boxd.it/FC5u,1.5
2025-03-10,Mickey 17,2025,https://boxd.it/q1Dk,3
2025-04-22,Death of a Unicorn,2025,https://boxd.it/HCPm,2.5
2025-04-25,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,1.5
2025-05-08,Vampyr,1932,https://boxd.it/29DY,2.5
2025-05-15,Diary of a Lost Girl,1929,https://boxd.it/WoO,2.5
2025-07-21,Jurassic World,2015,https://boxd.it/4n0g,2
2025-07-21,Jurassic World: Fallen Kingdom,2018,https://boxd.it/bOnU,1.5
2025-07-21,Jurassic World Dominion,2022,https://boxd.it/ikXW,1.5
2025-07-21,Mamma Mia!,2008,https://boxd.it/1Tnq,3.5
2025-07-21,Eragon,2006,https://boxd.it/26Fs,1
2025-07-21,Titanic,1997,https://boxd.it/2a2k,4.5
2025-07-22,My Neighbor Totoro,1988,https://boxd.it/20eA,4
2025-07-22,The Florida Project,2017,https://boxd.it/dMG0,3.5
2025-07-29,Avatar: The Way of Water,2022,https://boxd.it/2E2E,3
2025-08-09,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,3.5
2025-08-19,2001: A Space Odyssey,1968,https://boxd.it/2bf0,4.5
2025-09-18,The Blues Brothers,1980,https://boxd.it/2adi,1
